Year,Month,Day,Hour,Clearness_Index,Irradiation,Temperature,RH,Pressure,Wind_ Speed,Precipitiation,Wind_Direction
2019,1,27,12,0.64,772,34.09,36.27,99.36,3.54,0,92.1
2019,1,27,13,0.61,680.7,34.17,35.71,99.24,3.73,0,95.1
2019,1,27,14,0.54,513.12,33.68,36.49,99.16,4.11,0,96.4
2019,1,27,15,0.49,343.4,32.47,39.34,99.14,4.75,0,95.3
2019,1,27,16,0.37,154.2,30.83,44.25,99.19,5.48,0,93
2019,1,27,17,0.23,21.42,28.68,52.23,99.27,5.59,0,90.7
2019,1,27,18,-999,0,26.97,60.23,99.36,6.16,0,88.8
2019,1,27,19,-999,0,25.59,67.51,99.46,5.81,0,86.5
2019,1,27,20,-999,0,24.59,73.33,99.52,4.89,0,85.7
2019,1,27,21,-999,0,23.9,77.45,99.54,3.96,0,84.1
2019,1,27,22,-999,0,23.35,80.88,99.54,3.04,0,81.3
2019,1,27,23,-999,0,22.82,84.36,99.54,2.25,0,78.4
2019,1,28,0,-999,0,22.65,85.48,99.49,2.28,0,79.9
2019,1,28,1,-999,0,22.42,87.23,99.45,1.81,0.01,76.3
2019,1,28,2,-999,0,22.19,88.95,99.41,1.23,0.01,64.5
2019,1,28,3,-999,0,22.06,89.9,99.42,1.22,0,46.3
2019,1,28,4,-999,0,21.91,90.9,99.48,1.3,0,29.9
2019,1,28,5,-999,0,21.77,91.69,99.56,1.46,0,20.4
2019,1,28,6,0.22,23.23,22.42,88.03,99.64,2.11,0,17.1
2019,1,28,7,0.35,146.95,24.61,73.85,99.72,2.43,0,35.8
2019,1,28,8,0.48,349,26.9,60.6,99.78,2.56,0,50.2
2019,1,28,9,0.6,577.53,29.25,48.69,99.77,2.53,0,51.7
2019,1,28,10,0.67,758.22,31.26,40.52,99.68,2.43,0,53.7
2019,1,28,11,0.67,818.95,32.53,36.57,99.56,2.43,0,60.9
2019,1,28,12,0.65,783.55,33.51,34.19,99.41,2.59,0,69.2
2019,1,28,13,0.57,646.28,33.46,34.15,99.28,2.97,0,77.7
2019,1,28,14,0.51,487.6,33.04,34.84,99.2,3.56,0,84.4
2019,1,28,15,0.44,311.38,32.15,36.63,99.19,4.32,0,86
2019,1,28,16,0.37,152.8,30.72,40.1,99.23,5.18,0,84.7
2019,1,28,17,0.22,20.6,28.49,47.09,99.31,5.54,0,83.9
2019,1,28,18,-999,0,26.71,54.68,99.41,6.31,0,82.3
2019,1,28,19,-999,0,25.23,63.28,99.52,6.45,0,78.7
2019,1,28,20,-999,0,24.18,71.25,99.6,5.76,0,74.4
2019,1,28,21,-999,0,23.51,77.47,99.64,5.31,0,68.6
2019,1,28,22,-999,0,23.05,81.6,99.64,4.63,0,62.2
2019,1,28,23,-999,0,22.8,83.73,99.61,4.24,0,56.3
2019,1,29,0,-999,0,22.57,85.32,99.56,3.83,0,50.3
2019,1,29,1,-999,0,22.37,86.2,99.5,3.83,0,43.8
2019,1,29,2,-999,0,22.19,86.88,99.47,3.65,0,36.7
2019,1,29,3,-999,0,22.08,86.71,99.48,3.61,0,30.6
2019,1,29,4,-999,0,21.94,86.55,99.54,3.39,0,25.4
2019,1,29,5,-999,0,21.75,86.61,99.62,3.05,0,20.5
2019,1,29,6,0.24,25.12,22.12,83.26,99.7,3.48,0,20.9
2019,1,29,7,0.35,150.9,24.1,69.88,99.78,4.68,0,30.6
2019,1,29,8,0.49,356.58,26.48,56.12,99.83,5,0,40.7
2019,1,29,9,0.65,621.55,28.72,46.42,99.81,4.86,0,44.6
2019,1,29,10,0.67,756.22,30.56,40.6,99.73,4.85,0,44.2
2019,1,29,11,0.66,808.88,31.86,37.43,99.61,5.03,0,42.3
2019,1,29,12,0.65,789.03,32.28,36.44,99.49,5.25,0,41.4
2019,1,29,13,0.6,673.22,32.36,36.17,99.38,5.41,0,42.7
2019,1,29,14,0.57,544.8,32.34,35.99,99.31,5.53,0,46.2
2019,1,29,15,0.5,358.05,31.64,37.21,99.3,5.65,0,51.2
2019,1,29,16,0.44,181.98,30.25,40.29,99.34,5.69,0,56.2
2019,1,29,17,0.25,24.67,27.71,48.23,99.41,4.62,0,63
2019,1,29,18,-999,0,26.08,55.55,99.51,5.08,0,68.8
2019,1,29,19,-999,0,24.94,62.99,99.6,5.12,0,69.3
2019,1,29,20,-999,0,23.92,70.99,99.67,4.6,0,67.9
2019,1,29,21,-999,0,23.17,77.84,99.69,4.37,0,65.8
2019,1,29,22,-999,0,22.52,83.66,99.67,4.07,0,62.6
2019,1,29,23,-999,0,21.94,88.31,99.64,3.64,0,58.1
2019,1,30,0,-999,0,21.43,91.82,99.61,3.22,0,52.5
2019,1,30,1,-999,0,20.96,94.47,99.57,2.79,0,46.2
2019,1,30,2,-999,0,20.58,96.16,99.54,2.64,0,41.6
2019,1,30,3,-999,0,20.42,96.19,99.53,2.87,0,39.9
2019,1,30,4,-999,0,19.98,98.13,99.56,2.53,0,34.2
2019,1,30,5,-999,0,19.68,98.92,99.61,2.48,0,29.3
2019,1,30,6,0.27,28.33,20.71,91.98,99.68,3.51,0,27.3
2019,1,30,7,0.41,175.07,23.52,75.77,99.75,5.15,0,40.8
2019,1,30,8,0.54,389.42,26.19,60.93,99.81,6.04,0,47.1
2019,1,30,9,0.61,588.55,28.56,50.41,99.8,6.34,0,47.9
2019,1,30,10,0.64,720.65,30.52,43.4,99.72,6.47,0,48.8
2019,1,30,11,0.67,816.03,31.89,38.9,99.6,6.51,0,50.5
2019,1,30,12,0.66,803.6,32.66,36.3,99.47,6.53,0,53.1
2019,1,30,13,0.64,718.08,32.76,35.68,99.37,6.58,0,56.3
2019,1,30,14,0.61,589.45,32.17,36.73,99.29,6.72,0,59.8
2019,1,30,15,0.54,389.23,31.14,38.8,99.29,6.78,0,63.7
2019,1,30,16,0.46,193.98,29.49,42.93,99.35,6.62,0,67.8
2019,1,30,17,0.27,26.75,27.23,50.75,99.45,5.65,0,74.7
2019,1,30,18,-999,0,25.41,59.58,99.55,5.21,0,81.5
2019,1,30,19,-999,0,24.13,67.63,99.66,4.77,0,83.4
2019,1,30,20,-999,0,23.26,74.24,99.72,4.53,0,82
2019,1,30,21,-999,0,22.64,79.55,99.73,4.27,0,79.5
2019,1,30,22,-999,0,22.08,84.05,99.69,3.93,0,76.8
2019,1,30,23,-999,0,21.54,87.98,99.63,3.56,0,73.5
2019,1,31,0,-999,0,21.01,91.53,99.57,2.97,0,67
2019,1,31,1,-999,0,20.51,94.54,99.52,2.48,0,56.2
2019,1,31,2,-999,0,20.11,96.88,99.49,2.4,0,43.8
2019,1,31,3,-999,0,19.81,98.36,99.5,2.46,0,31.9
2019,1,31,4,-999,0,19.53,99.23,99.54,2.51,0,25.7
2019,1,31,5,-999,0,19.25,99.84,99.6,2.54,0,23.9
2019,1,31,6,0.33,35.1,20.3,92.3,99.69,3.53,0,19.7
2019,1,31,7,0.47,200.3,23.55,72.45,99.78,4.96,0,39.9
2019,1,31,8,0.58,423.23,26.4,57.77,99.84,5.52,0,52.5
2019,1,31,9,0.65,623.9,28.72,48.3,99.81,5.33,0,57.9
2019,1,31,10,0.66,754.83,30.66,41.72,99.71,5.17,0,63.2
2019,1,31,11,0.66,813.8,31.97,37.84,99.56,5.02,0,68.1
2019,1,31,12,0.65,790.83,32.6,35.83,99.41,5.14,0,72.3
2019,1,31,13,0.61,689.5,32.83,34.6,99.3,5.27,0,73.7
2019,1,31,14,0.57,550.35,32.46,34.59,99.23,5.62,0,74.3
2019,1,31,15,0.51,364.02,31.46,35.96,99.24,5.86,0,72.8
2019,1,31,16,0.41,173.98,29.82,39.67,99.3,5.94,0,72.1
2019,1,31,17,0.27,27.3,27.35,47.85,99.38,5.27,0,74.2
2019,1,31,18,-999,0,25.5,57.04,99.48,5.44,0,75.7
2019,1,31,19,-999,0,24.2,65.77,99.57,5.05,0,73.1
2019,1,31,20,-999,0,23.23,73.43,99.65,4.43,0,69.2
2019,1,31,21,-999,0,22.45,79.72,99.66,3.98,0,68
2019,1,31,22,-999,0,21.79,85,99.61,3.67,0,66.6
2019,1,31,23,-999,0,21.17,89.77,99.58,3.27,0,59.1
2019,2,1,0,-999,0,20.65,93.4,99.52,3.01,0,53.2
2019,2,1,1,-999,0,20.13,96.39,99.46,2.64,0,51
2019,2,1,2,-999,0,19.68,98.62,99.44,2.44,0,45.2
2019,2,1,3,-999,0,19.34,99.91,99.46,2.43,0,37.8
2019,2,1,4,-999,0,19.05,100,99.52,2.44,0,31.4
2019,2,1,5,-999,0,18.79,100,99.61,2.44,0,27.1
2019,2,1,6,0.32,33.97,20.15,91.84,99.71,3.35,0,24
2019,2,1,7,0.54,233.62,23.74,70.88,99.8,4.28,0,48.2
2019,2,1,8,0.65,470.88,26.69,56.61,99.84,4.49,0,63.1
2019,2,1,9,0.66,638.2,28.96,47.64,99.82,4.15,0,64.4
2019,2,1,10,0.64,728.47,30.82,41.11,99.74,3.92,0,66.7
2019,2,1,11,0.59,718.9,32.13,37.05,99.59,3.87,0,69.1
2019,2,1,12,0.56,689.25,32.88,35.03,99.46,3.98,0,70.8
2019,2,1,13,0.49,558.03,32.96,34.89,99.33,4.16,0,72.5
2019,2,1,14,0.47,454.77,32.51,36.12,99.27,4.39,0,74.1
2019,2,1,15,0.41,296.5,31.43,38.97,99.26,4.69,0,76.8
2019,2,1,16,0.32,134.73,29.94,43.52,99.29,5.1,0,78.6
2019,2,1,17,0.21,21.15,27.86,51.34,99.34,5.02,0,80.4
2019,2,1,18,-999,0,26.2,59.32,99.43,5.37,0,81.1
2019,2,1,19,-999,0,24.82,67.11,99.51,5.2,0,80.3
2019,2,1,20,-999,0,23.74,73.57,99.57,5,0,78.4
2019,2,1,21,-999,0,22.9,78.8,99.58,4.6,0,76.8
2019,2,1,22,-999,0,22.22,83.21,99.53,4.16,0,74.7
2019,2,1,23,-999,0,21.64,87.19,99.48,3.74,0,70.8
2019,2,2,0,-999,0,21.13,90.65,99.42,3.34,0,64.8
2019,2,2,1,-999,0,20.69,93.28,99.36,2.89,0,57.1
2019,2,2,2,-999,0,20.22,96.01,99.34,2.41,0,46.2
2019,2,2,3,-999,0,19.82,98.17,99.37,2.22,0,32.7
2019,2,2,4,-999,0,19.52,99.39,99.43,2.23,0,23
2019,2,2,5,-999,0,19.31,99.72,99.51,2.25,0,20
2019,2,2,6,0.26,28.25,20.57,91.2,99.58,3.24,0,21.3
2019,2,2,7,0.44,188.6,23.71,72.8,99.66,4.04,0,34.9
2019,2,2,8,0.52,379.4,26.56,58.2,99.72,4.11,0,40.4
2019,2,2,9,0.61,590.08,29.14,47.13,99.7,3.87,0,42.3
2019,2,2,10,0.63,722.25,31.36,39.15,99.59,3.6,0,46.9
2019,2,2,11,0.65,802.97,33,33.91,99.43,3.43,0,52.8
2019,2,2,12,0.66,811.8,34.06,30.67,99.28,3.39,0,60.3
2019,2,2,13,0.6,684.4,34.44,29.24,99.15,3.45,0,68.6
2019,2,2,14,0.58,557.05,34.2,29.11,99.08,3.79,0,77
2019,2,2,15,0.5,364.02,33.27,30.66,99.07,4.43,0,82.9
2019,2,2,16,0.43,185.48,31.5,34.75,99.12,5.17,0,84.9
2019,2,2,17,0.29,30.35,28.87,43.45,99.22,5.61,0,85.8
2019,2,2,18,-999,0,26.48,55.25,99.33,6.21,0,85.7
2019,2,2,19,-999,0,24.67,67.51,99.45,6.63,0,82.7
2019,2,2,20,-999,0,23.47,76.9,99.51,6.16,0,79.1
2019,2,2,21,-999,0,22.77,82.39,99.53,4.86,0,74.6
2019,2,2,22,-999,0,22.22,86.18,99.51,3.92,0,69.3
2019,2,2,23,-999,0,21.76,89.02,99.48,3.37,0,63.7
2019,2,3,0,-999,0,21.29,91.64,99.43,2.66,0,55.1
2019,2,3,1,-999,0,20.71,94.88,99.4,1.93,0,39.3
2019,2,3,2,-999,0,20.38,96.35,99.38,1.89,0,27.1
2019,2,3,3,-999,0,20.15,96.95,99.4,1.94,0,19
2019,2,3,4,-999,0,19.9,97.37,99.46,1.98,0,12.6
2019,2,3,5,-999,0,19.61,97.7,99.54,2.05,0,8.7
2019,2,3,6,0.28,30.33,20.85,89.05,99.64,2.9,0,6.3
2019,2,3,7,0.57,247.62,23.91,71.38,99.71,3.54,0,22.6
2019,2,3,8,0.64,467,26.93,54.92,99.75,3.71,0,39.6
2019,2,3,9,0.72,696.35,29.79,42.06,99.73,3.97,0,50
2019,2,3,10,0.74,844.83,32.15,34.33,99.64,4.27,0,56.9
2019,2,3,11,0.73,895.35,33.81,30.42,99.52,4.58,0,62
2019,2,3,12,0.73,894.2,34.76,28.68,99.39,4.92,0,66
2019,2,3,13,0.69,784.97,35.06,28.29,99.28,5.31,0,69.1
2019,2,3,14,0.68,663.4,34.69,29,99.22,5.65,0,71
2019,2,3,15,0.63,457.77,33.56,31.1,99.23,6.01,0,73.1
2019,2,3,16,0.53,228.5,31.63,35.4,99.29,6.39,0,75.4
2019,2,3,17,0.32,34.03,28.79,43.72,99.39,5.97,0,79.2
2019,2,3,18,-999,0,26.51,53.15,99.5,5.89,0,80.9
2019,2,3,19,-999,0,24.94,62.14,99.6,5.69,0,78.4
2019,2,3,20,-999,0,23.83,70.4,99.66,5.16,0,73.3
2019,2,3,21,-999,0,23.09,77.08,99.67,4.69,0,68.1
2019,2,3,22,-999,0,22.49,82.81,99.64,4.26,0,63.2
2019,2,3,23,-999,0,21.97,87.82,99.6,3.8,0,57.9
2019,2,4,0,-999,0,21.52,91.8,99.53,3.35,0,51.9
2019,2,4,1,-999,0,21.18,94.43,99.49,2.98,0,45.1
2019,2,4,2,-999,0,21.04,95.42,99.46,2.9,0,37.9
2019,2,4,3,-999,0,20.9,96.01,99.48,2.81,0,32
2019,2,4,4,-999,0,20.8,96.33,99.54,2.8,0,26.6
2019,2,4,5,-999,0,20.91,95.46,99.63,3.14,0,23.5
2019,2,4,6,0.22,24.3,21.97,89.2,99.74,4.3,0,22.1
2019,2,4,7,0.38,163.43,24.73,73.17,99.85,5.65,0,30.4
2019,2,4,8,0.48,352.33,27.53,57.96,99.91,6.06,0.07,38
2019,2,4,9,0.53,514,30.09,47.16,99.9,5.96,0.18,43.2
2019,2,4,10,0.45,516.83,32.23,40.5,99.82,5.87,0.34,48.2
2019,2,4,11,0.55,683.05,33.71,36.92,99.69,5.89,0.72,53.6
2019,2,4,12,0.56,691.85,34.5,35.17,99.56,6.06,1.15,59
2019,2,4,13,0.56,645.62,34.51,35.21,99.46,6.34,1.39,64.1
2019,2,4,14,0.55,539.62,33.9,36.52,99.4,6.63,1.19,67.4
2019,2,4,15,0.48,351.4,32.71,39.26,99.4,6.84,0.6,69.8
2019,2,4,16,0.38,165.1,30.95,44.03,99.45,6.81,0.4,71.5
2019,2,4,17,0.25,26.65,28.72,51.84,99.53,6.02,0.4,73.7
2019,2,4,18,-999,0,26.96,60.34,99.62,5.16,0.38,74.8
2019,2,4,19,-999,0,25.77,67.81,99.7,4.89,0.29,71.9
2019,2,4,20,-999,0,24.86,74.73,99.75,4.81,0.2,67.8
2019,2,4,21,-999,0,24.15,80.7,99.77,4.39,0.12,65.2
2019,2,4,22,-999,0,23.55,85.82,99.75,3.9,0.07,62.7
2019,2,4,23,-999,0,23.07,89.76,99.71,3.53,0.06,58.4
2019,2,5,0,-999,0,22.76,92.15,99.65,3.31,0.18,51.5
2019,2,5,1,-999,0,22.56,93.39,99.6,3.07,0.33,43.2
2019,2,5,2,-999,0,22.5,93.34,99.55,3.3,0.43,38.6
2019,2,5,3,-999,0,22.44,93.21,99.54,3.31,0.5,35.9
2019,2,5,4,-999,0,22.26,93.85,99.57,2.87,0.5,30.3
2019,2,5,5,-999,0,22.09,94.42,99.63,2.69,0.47,27.2
2019,2,5,6,0.19,20.48,22.66,91.22,99.72,3.43,0.36,26.6
2019,2,5,7,0.27,118.3,24.84,78.82,99.8,4.89,0.65,41.7
2019,2,5,8,0.38,278.4,27.63,63.44,99.87,5.69,0,52.1
2019,2,5,9,0.51,501.65,30.08,52.61,99.87,5.68,0,54.7
2019,2,5,10,0.52,602.12,32.05,45.24,99.78,5.74,0,55.7
2019,2,5,11,0.54,668.33,33.37,40.75,99.65,5.94,0,56.8
2019,2,5,12,0.54,672.35,34.15,38.17,99.52,6.21,0,58.4
2019,2,5,13,0.5,571.47,34.29,37.34,99.41,6.54,0,60.5
2019,2,5,14,0.53,517.92,33.65,38.39,99.33,6.77,0,63
2019,2,5,15,0.49,357.23,32.52,40.81,99.33,6.85,0,65.6
2019,2,5,16,0.41,179.77,30.79,45.18,99.39,6.78,0,68.3
2019,2,5,17,0.27,29.6,28.66,52,99.48,6.16,0,72.8
2019,2,5,18,-999,0,26.95,59.32,99.56,5.56,0,78
2019,2,5,19,-999,0,25.66,65.97,99.64,5.52,0,78.4
2019,2,5,20,-999,0,24.63,71.95,99.68,4.78,0,75.8
2019,2,5,21,-999,0,23.85,77.04,99.68,4.06,0,70.5
2019,2,5,22,-999,0,23.19,81.57,99.62,3.58,0,62.6
2019,2,5,23,-999,0,22.58,85.84,99.55,3.18,0,52.8
2019,2,6,0,-999,0,22.04,89.52,99.47,3.02,0,44.1
2019,2,6,1,-999,0,21.58,92.36,99.38,2.78,0,37.1
2019,2,6,2,-999,0,21.13,94.72,99.35,2.3,0,31.5
2019,2,6,3,-999,0,20.69,96.81,99.35,1.9,0,27
2019,2,6,4,-999,0,20.32,98.36,99.4,1.71,0,23.4
2019,2,6,5,-999,0,20.03,99.48,99.47,1.65,0,20.5
2019,2,6,6,0.29,31.6,21.26,91.68,99.56,2.13,0,18.1
2019,2,6,7,0.42,183.68,24.39,72.71,99.65,2.99,0,49.8
2019,2,6,8,0.54,399.98,27.36,55.91,99.7,3.61,0,61.9
2019,2,6,9,0.65,632.9,29.99,44.39,99.69,4.15,0,60.1
2019,2,6,10,0.71,816.47,32.21,37.25,99.6,4.71,0,59.6
2019,2,6,11,0.7,870.72,33.83,32.95,99.46,5.21,0,61.3
2019,2,6,12,0.7,870.75,34.78,30.55,99.31,5.61,0,63.8
2019,2,6,13,0.67,777.15,34.99,29.55,99.18,5.9,0,66.3
2019,2,6,14,0.64,622.83,34.58,29.8,99.1,6.07,0,69.9
2019,2,6,15,0.58,423.42,33.46,31.56,99.09,6.14,0,74.4
2019,2,6,16,0.47,206.98,31.66,35.15,99.15,6.08,0,79.2
2019,2,6,17,0.28,30.65,29,42.46,99.23,5.13,0,86
2019,2,6,18,-999,0,27.03,49.93,99.34,4.8,0,92.1
2019,2,6,19,-999,0,25.75,56.71,99.46,4.48,0,94.5
2019,2,6,20,-999,0,24.74,63.65,99.53,4.09,0,94.5
2019,2,6,21,-999,0,23.9,70.56,99.55,3.64,0,93.2
2019,2,6,22,-999,0,23.18,77.05,99.53,3.12,0,89.6
2019,2,6,23,-999,0,22.53,82.98,99.47,2.54,0,83.4
2019,2,7,0,-999,0,21.91,88.38,99.4,1.94,0,74.2
2019,2,7,1,-999,0,21.37,92.89,99.33,1.62,0,61.5
2019,2,7,2,-999,0,20.98,95.98,99.29,1.52,0,48.5
2019,2,7,3,-999,0,20.67,98.28,99.29,1.48,0,35.4
2019,2,7,4,-999,0,20.42,99.85,99.33,1.52,0,21.2
2019,2,7,5,-999,0,20.2,100,99.41,1.65,0,10.8
2019,2,7,6,0.31,34.25,21.56,92.39,99.49,2.27,0,8.6
2019,2,7,7,0.47,203.57,24.7,73.9,99.58,2.69,0,46.4
2019,2,7,8,0.54,394.77,27.57,58.57,99.64,3.06,0,66.5
2019,2,7,9,0.67,658.72,30.15,46.98,99.63,3.22,0,73
2019,2,7,10,0.72,826.05,32.42,39.12,99.55,3.44,0,81
2019,2,7,11,0.71,877.83,34.06,34.82,99.42,3.79,0,90.5
2019,2,7,12,0.71,879.1,35.14,32.36,99.27,4.2,0,97.9
2019,2,7,13,0.69,797.83,35.5,31.55,99.15,4.52,0,102.3
2019,2,7,14,0.64,629.92,35.3,31.57,99.07,4.83,0,103.3
2019,2,7,15,0.57,419.05,34.36,33.05,99.07,5.19,0,103.3
2019,2,7,16,0.49,215.2,32.67,36.41,99.13,5.48,0,102.6
2019,2,7,17,0.3,33.85,30.09,43.19,99.22,5.04,0,102
2019,2,7,18,-999,0,28.06,50.21,99.35,5.4,0,102.1
2019,2,7,19,-999,0,26.51,57.32,99.47,5.08,0,101.8
2019,2,7,20,-999,0,25.35,64.32,99.55,4.47,0,101.9
2019,2,7,21,-999,0,24.47,70.67,99.57,3.79,0,102
2019,2,7,22,-999,0,23.7,76.68,99.56,3.08,0,102.4
2019,2,7,23,-999,0,22.96,82.35,99.53,2.2,0,103.2
2019,2,8,0,-999,0,22.24,87.74,99.47,1.58,0,103.9
2019,2,8,1,-999,0,21.71,91.89,99.41,1.37,0,103.1
2019,2,8,2,-999,0,21.52,93.78,99.37,1.07,0,98.6
2019,2,8,3,-999,0,21.58,93.74,99.37,0.82,0,88.6
2019,2,8,4,-999,0,21.6,93.83,99.39,0.68,0,72.1
2019,2,8,5,-999,0,21.47,94.65,99.46,0.7,0,44.4
2019,2,8,6,0.27,30.05,22.4,89.67,99.54,1.04,0,30
2019,2,8,7,0.46,200.25,25.42,73.16,99.63,1.31,0,96.6
2019,2,8,8,0.55,403.23,28.39,57.04,99.68,1.48,0,116.4
2019,2,8,9,0.59,583.47,31.16,44.78,99.67,1.52,0,116.6
2019,2,8,10,0.57,659.58,33.46,37.13,99.59,1.66,0,114.2
2019,2,8,11,0.71,889.45,35.18,32.71,99.46,1.95,0,115.2
2019,2,8,12,0.72,894.88,36.32,30.13,99.32,2.42,0,117.1
2019,2,8,13,0.68,786.03,36.79,29.12,99.19,2.98,0,116.9
2019,2,8,14,0.64,630.03,36.57,29.52,99.1,3.54,0,116.1
2019,2,8,15,0.61,454.8,35.74,31.26,99.06,4.15,0,114.2
2019,2,8,16,0.51,226.95,34.19,35.06,99.09,4.68,0,112
2019,2,8,17,0.32,35.95,31.68,42.72,99.16,4.35,0,110.3
2019,2,8,18,-999,0,29.87,50.7,99.27,5.28,0,109.9
2019,2,8,19,-999,0,28.32,58.85,99.37,5.19,0,110
2019,2,8,20,-999,0,26.99,66.17,99.45,4.55,0,110.6
2019,2,8,21,-999,0,26,71.98,99.48,3.96,0,112.3
2019,2,8,22,-999,0,25.22,76.88,99.45,3.38,0,116.9
2019,2,8,23,-999,0,24.58,81.26,99.4,2.76,0,121.7
2019,2,9,0,-999,0,24,85.44,99.34,2.02,0,124.7
2019,2,9,1,-999,0,23.5,89.19,99.29,1.46,0,125
2019,2,9,2,-999,0,23.12,92.33,99.25,1.18,0,122.2
2019,2,9,3,-999,0,22.97,93.85,99.26,0.92,0,109.6
2019,2,9,4,-999,0,22.92,94.46,99.31,0.74,0,71.1
2019,2,9,5,-999,0,22.79,95.17,99.39,0.97,0,39.1
2019,2,9,6,0.24,27.17,23.85,89.15,99.49,1.73,0,47.1
2019,2,9,7,0.38,165.55,26.46,74.48,99.57,2.1,0,91.4
2019,2,9,8,0.47,351.8,29.13,61.16,99.62,2.31,0.14,109.8
2019,2,9,9,0.5,497.58,31.47,51.72,99.62,2.36,0.2,111.7
2019,2,9,10,0.52,597.33,33.42,44.72,99.55,2.27,0.3,107.2
2019,2,9,11,0.52,651.45,34.82,39.71,99.44,2.32,0.43,103.4
2019,2,9,12,0.5,622.22,35.69,36.43,99.3,2.69,0.5,105.5
2019,2,9,13,0.55,640.1,36.04,34.69,99.17,3.21,0.47,110.4
2019,2,9,14,0.57,558.15,35.81,34.49,99.09,3.67,0.35,113.8
2019,2,9,15,0.53,390.7,34.91,36.01,99.08,4.15,0.4,115.4
2019,2,9,16,0.41,183.57,33.38,39.64,99.15,4.58,0.09,115.8
2019,2,9,17,0.27,30.83,31.49,45.66,99.25,4.36,0.03,116.1
2019,2,9,18,-999,0,30.04,52.03,99.37,4.72,0.04,115.3
2019,2,9,19,-999,0,28.88,58.29,99.48,4.65,0.05,112.8
2019,2,9,20,-999,0,27.82,64.61,99.57,4.43,0.06,110.5
2019,2,9,21,-999,0,26.92,70.34,99.6,4.14,0.04,110.7
2019,2,9,22,-999,0,26.14,75.48,99.57,3.72,0.11,110.3
2019,2,9,23,-999,0,25.5,79.81,99.53,3.2,0.07,108.4
2019,2,10,0,-999,0,24.96,83.46,99.48,2.53,0.08,101.6
2019,2,10,1,-999,0,24.53,86.26,99.44,2.04,0.09,90.3
2019,2,10,2,-999,0,24.16,88.64,99.41,1.83,0.26,82.4
2019,2,10,3,-999,0,23.89,90.35,99.41,1.8,0.89,83.3
2019,2,10,4,-999,0,23.61,92.39,99.44,1.74,1.48,79.7
2019,2,10,5,-999,0,23.4,93.97,99.51,1.66,1.36,71.8
2019,2,10,6,0.23,26.38,24.08,90.3,99.62,2.31,1.34,64.1
2019,2,10,7,0.31,135.8,25.88,78.03,99.72,2.55,1.37,74.1
2019,2,10,8,0.38,285.58,28.26,63.8,99.76,2.5,0.26,78.9
2019,2,10,9,0.47,460.27,30.94,51.12,99.75,2.74,0.13,82.7
2019,2,10,10,0.5,585.47,33.04,42.57,99.66,3.11,0.08,85.6
2019,2,10,11,0.63,791.6,34.58,37.11,99.54,3.45,0.06,86.3
2019,2,10,12,0.65,816.97,35.54,33.73,99.42,3.86,0.05,87.2
2019,2,10,13,0.6,692.9,35.86,32.12,99.29,4.44,0.06,88.6
2019,2,10,14,0.58,577.2,35.39,32.44,99.22,5.09,0.05,89.6
2019,2,10,15,0.53,396.23,34.38,34.28,99.22,5.65,0.04,89.9
2019,2,10,16,0.44,197.07,32.71,38.29,99.28,6.04,0.01,89.3
2019,2,10,17,0.27,32.03,30.35,45.63,99.37,5.71,0,89
2019,2,10,18,-999,0,28.4,54.26,99.49,5.49,0,88
2019,2,10,19,-999,0,26.9,63.24,99.6,5.55,0,84.8
2019,2,10,20,-999,0,25.72,71.85,99.67,5.05,0,82.9
2019,2,10,21,-999,0,24.84,78.88,99.68,4.28,0,82.2
2019,2,10,22,-999,0,24.18,84.32,99.66,3.68,0,78.7
2019,2,10,23,-999,0,23.76,88.04,99.62,3.54,0.01,73.1
2019,2,11,0,-999,0,23.56,90.03,99.56,3.43,0.01,66.6
2019,2,11,1,-999,0,23.57,90.35,99.5,3.69,0.03,61.8
2019,2,11,2,-999,0,23.49,90.76,99.47,3.4,0.06,57.4
2019,2,11,3,-999,0,23.41,91.1,99.47,3.28,0.06,53.9
2019,2,11,4,-999,0,23.33,91.37,99.53,3.14,0.04,49.8
2019,2,11,5,-999,0,23.27,91.23,99.61,3.28,0.04,47.7
2019,2,11,6,0.2,23.12,23.94,86.64,99.7,4.17,0.03,49.3
2019,2,11,7,0.48,215.52,26.19,71.37,99.76,5.62,0.01,58.5
2019,2,11,8,0.58,430.73,28.54,58.78,99.78,6.12,0,67
2019,2,11,9,0.57,565.2,30.88,48.76,99.76,6.15,0,72.2
2019,2,11,10,0.62,723.33,32.91,41.2,99.68,6.09,0,74.5
2019,2,11,11,0.65,817.97,34.47,35.81,99.56,6.18,0,74.7
2019,2,11,12,0.65,818.62,35.29,32.41,99.43,6.42,0,75.2
2019,2,11,13,0.62,722.72,35.32,31.28,99.32,6.75,0,76.9
2019,2,11,14,0.58,577.62,34.69,31.75,99.27,7.04,0,77.1
2019,2,11,15,0.58,432.38,33.54,33.51,99.28,7.29,0,76.3
2019,2,11,16,0.5,224.57,31.72,37.56,99.34,7.3,0,74.9
2019,2,11,17,0.32,37.95,29.32,45.02,99.45,6.33,0,72.5
2019,2,11,18,-999,0,27.5,53.53,99.57,5.22,0,71.7
2019,2,11,19,-999,0,26.22,61.9,99.67,4.62,0,70.5
2019,2,11,20,-999,0,25.16,70.26,99.75,4.22,0,65.1
2019,2,11,21,-999,0,24.35,77.48,99.78,4.13,0,59
